arm,condition,signal,split,threshold,tp,fp,tn,fn,precision,recall,specificity,f1,accuracy,balanced_accuracy,mcc,average_precision,auroc,positive_prevalence,span_count
stored_six_decimal_scores,supplemented_dev18,dev_fact_type_prior,dev,0.5,59,27,23,2,0.686046511627907,0.9672131147540983,0.46,0.8027210884353742,0.7387387387387387,0.7136065573770491,0.5088329960983408,0.847409860507559,0.8478688524590164,0.5495495495495496,111
stored_six_decimal_scores,supplemented_dev18,dev_fact_type_prior,test,0.5,57,22,20,4,0.7215189873417721,0.9344262295081968,0.47619047619047616,0.8142857142857143,0.7475728155339806,0.7053083528493365,0.47731711897319956,0.7388608912321726,0.7353629976580797,0.5922330097087378,103
saved_trace_precision,original_dev17,mean_token_nll,dev,0.037151490789051424,44,8,33,17,0.8461538461538461,0.7213114754098361,0.8048780487804879,0.7787610619469026,0.7549019607843137,0.763094762095162,0.5160744631105038,0.8582984055437399,0.7648940423830468,0.5980392156862745,102
saved_trace_precision,original_dev17,mean_token_nll,test,0.037151490789051424,43,12,30,18,0.7818181818181819,0.7049180327868853,0.7142857142857143,0.7413793103448276,0.7087378640776699,0.7096018735362998,0.4129645338227533,0.8321008448339584,0.7556596409055425,0.5922330097087378,103
saved_trace_precision,original_dev17,mean_token_entropy,dev,0.004817123346063974,50,20,21,11,0.7142857142857143,0.819672131147541,0.5121951219512195,0.7633587786259542,0.696078431372549,0.6659336265493803,0.35066888894652054,0.85513305798541,0.7564974010395842,0.5980392156862745,102
saved_trace_precision,original_dev17,mean_token_entropy,test,0.004817123346063974,53,22,20,8,0.7066666666666667,0.8688524590163934,0.47619047619047616,0.7794117647058824,0.7087378640776699,0.6725214676034348,0.3811123785789828,0.8094737529413718,0.7361436377829821,0.5922330097087378,103
saved_trace_precision,original_dev17,max_token_entropy,dev,0.4661006033420563,44,11,30,17,0.8,0.7213114754098361,0.7317073170731707,0.7586206896551724,0.7254901960784313,0.7265093962415035,0.445597545858963,0.8214364266804952,0.7473010795681727,0.5980392156862745,102
saved_trace_precision,original_dev17,max_token_entropy,test,0.4661006033420563,44,13,29,17,0.7719298245614035,0.7213114754098361,0.6904761904761905,0.7457627118644068,0.7087378640776699,0.7058938329430133,0.4070488698199801,0.8053407662925987,0.7451209992193599,0.5922330097087378,103
saved_trace_precision,original_dev17,one_minus_mean_top2_margin,dev,0.06126544475555418,44,7,34,17,0.8627450980392157,0.7213114754098361,0.8292682926829268,0.7857142857142857,0.7647058823529411,0.7752898840463814,0.5398920323892038,0.8621273438353667,0.76609356257497,0.5980392156862745,102
saved_trace_precision,original_dev17,one_minus_mean_top2_margin,test,0.06126544475555418,41,12,30,20,0.7735849056603774,0.6721311475409836,0.7142857142857143,0.7192982456140351,0.6893203883495146,0.6932084309133489,0.37994671583145184,0.8238910888480382,0.7459016393442623,0.5922330097087378,103
saved_trace_precision,original_dev17,one_minus_min_top2_margin,dev,0.33433282375335693,43,8,33,18,0.8431372549019608,0.7049180327868853,0.8048780487804879,0.7678571428571429,0.7450980392156863,0.7548980407836865,0.4999000299900035,0.8606285181719482,0.7584966013594562,0.5980392156862745,102
saved_trace_precision,original_dev17,one_minus_min_top2_margin,test,0.33433282375335693,41,7,35,20,0.8541666666666666,0.6721311475409836,0.8333333333333334,0.7522935779816514,0.7378640776699029,0.7527322404371585,0.4979414071698933,0.8350726705510306,0.7568306010928961,0.5922330097087378,103
saved_trace_precision,original_dev17,mean_spilled_energy_abs_delta,dev,0.7935047149658203,61,40,1,0,0.6039603960396039,1.0,0.024390243902439025,0.7530864197530864,0.6078431372549019,0.5121951219512195,0.12137026557942274,0.5855412565858479,0.3594562175129948,0.5980392156862745,102
saved_trace_precision,original_dev17,mean_spilled_energy_abs_delta,test,0.7935047149658203,59,40,2,2,0.5959595959595959,0.9672131147540983,0.047619047619047616,0.7375,0.5922330097087378,0.507416081186573,0.037726493456644104,0.587658403969658,0.41451990632318503,0.5922330097087378,103
saved_trace_precision,original_dev17,max_spilled_energy_abs_delta,dev,0.7935047149658203,61,40,1,0,0.6039603960396039,1.0,0.024390243902439025,0.7530864197530864,0.6078431372549019,0.5121951219512195,0.12137026557942274,0.5402863222159285,0.3590563774490204,0.5980392156862745,102
saved_trace_precision,original_dev17,max_spilled_energy_abs_delta,test,0.7935047149658203,59,40,2,2,0.5959595959595959,0.9672131147540983,0.047619047619047616,0.7375,0.5922330097087378,0.507416081186573,0.037726493456644104,0.5481077905847863,0.36846213895394225,0.5922330097087378,103
saved_trace_precision,original_dev17,mean_spilled_energy_delta,dev,-2.396714210510254,61,41,0,0,0.5980392156862745,1.0,0.0,0.7484662576687117,0.5980392156862745,0.5,0.0,0.7705122776964328,0.6321471411435425,0.5980392156862745,102
saved_trace_precision,original_dev17,mean_spilled_energy_delta,test,-2.396714210510254,61,42,0,0,0.5922330097087378,1.0,0.0,0.7439024390243902,0.5922330097087378,0.5,0.0,0.7189527134759118,0.5987509758001561,0.5922330097087378,103
saved_trace_precision,original_dev17,negative_mean_spilled_energy_delta,dev,-5.590793609619141,61,41,0,0,0.5980392156862745,1.0,0.0,0.7484662576687117,0.5980392156862745,0.5,0.0,0.6140611637867768,0.3678528588564574,0.5980392156862745,102
saved_trace_precision,original_dev17,negative_mean_spilled_energy_delta,test,-5.590793609619141,61,42,0,0,0.5922330097087378,1.0,0.0,0.7439024390243902,0.5922330097087378,0.5,0.0,0.5756879237162901,0.4012490241998439,0.5922330097087378,103
saved_trace_precision,original_dev17,mean_spilled_probability_mass_after_top1,dev,0.03846074640750885,43,7,34,18,0.86,0.7049180327868853,0.8292682926829268,0.7747747747747747,0.7549019607843137,0.767093162734906,0.5239175400574719,0.86211964799903,0.7664934026389444,0.5980392156862745,102
saved_trace_precision,original_dev17,mean_spilled_probability_mass_after_top1,test,0.03846074640750885,41,10,32,20,0.803921568627451,0.6721311475409836,0.7619047619047619,0.7321428571428571,0.7087378640776699,0.7170179547228728,0.4266074787364872,0.8213385191084569,0.7443403590944575,0.5922330097087378,103
saved_trace_precision,original_dev17,mean_spilled_probability_mass_after_top2,dev,0.00022490767982422506,50,18,23,11,0.7352941176470589,0.819672131147541,0.5609756097560976,0.7751937984496124,0.7156862745098039,0.6903238704518193,0.3959006252558447,0.8430671202155104,0.7365053978408637,0.5980392156862745,102
saved_trace_precision,original_dev17,mean_spilled_probability_mass_after_top2,test,0.00022490767982422506,51,20,22,10,0.7183098591549296,0.8360655737704918,0.5238095238095238,0.7727272727272727,0.7087378640776699,0.6799375487900079,0.3821529309874683,0.8078896778781693,0.7275565964090555,0.5922330097087378,103
saved_trace_precision,original_dev17,max_selected_step_energy_gap,dev,0.19501304626464844,43,8,33,18,0.8431372549019608,0.7049180327868853,0.8048780487804879,0.7678571428571429,0.7450980392156863,0.7548980407836865,0.4999000299900035,0.8273830390523658,0.7453018792483007,0.5980392156862745,102
saved_trace_precision,original_dev17,max_selected_step_energy_gap,test,0.19501304626464844,41,9,33,20,0.82,0.6721311475409836,0.7857142857142857,0.7387387387387387,0.7184466019417476,0.7289227166276346,0.45017929057605355,0.8304618411696051,0.7591725214676034,0.5922330097087378,103
saved_trace_precision,original_dev17,all_positive,dev,0.5,61,41,0,0,0.5980392156862745,1.0,0.0,0.7484662576687117,0.5980392156862745,0.5,0.0,0.5980392156862745,0.5,0.5980392156862745,102
saved_trace_precision,original_dev17,all_positive,test,0.5,61,42,0,0,0.5922330097087378,1.0,0.0,0.7439024390243902,0.5922330097087378,0.5,0.0,0.5922330097087378,0.5,0.5922330097087378,103
saved_trace_precision,original_dev17,all_negative,dev,0.5,0,0,41,61,0.0,0.0,1.0,0.0,0.4019607843137255,0.5,0.0,0.5980392156862745,0.5,0.5980392156862745,102
saved_trace_precision,original_dev17,all_negative,test,0.5,0,0,42,61,0.0,0.0,1.0,0.0,0.4077669902912621,0.5,0.0,0.5922330097087378,0.5,0.5922330097087378,103
saved_trace_precision,original_dev17,dev_fact_type_prior,dev,0.575,61,22,19,0,0.7349397590361446,1.0,0.4634146341463415,0.8472222222222222,0.7843137254901961,0.7317073170731707,0.5835938995168947,0.8811485352016519,0.8628548580567773,0.5980392156862745,102
saved_trace_precision,original_dev17,dev_fact_type_prior,test,0.575,61,24,18,0,0.7176470588235294,1.0,0.42857142857142855,0.8356164383561644,0.7669902912621359,0.7142857142857143,0.5545836503270576,0.7598384536560515,0.7681498829039812,0.5922330097087378,103
saved_trace_precision,supplemented_dev18,mean_token_nll,dev,0.04404868144322904,42,10,40,19,0.8076923076923077,0.6885245901639344,0.8,0.7433628318584071,0.7387387387387387,0.7442622950819673,0.48708939159620523,0.7899465380544219,0.7285245901639344,0.5495495495495496,111
saved_trace_precision,supplemented_dev18,mean_token_nll,test,0.04404868144322904,42,10,32,19,0.8076923076923077,0.6885245901639344,0.7619047619047619,0.7433628318584071,0.7184466019417476,0.7252146760343481,0.44272035113480773,0.8321008448339584,0.7556596409055425,0.5922330097087378,103
saved_trace_precision,supplemented_dev18,mean_token_entropy,dev,0.08186590504324572,45,18,32,16,0.7142857142857143,0.7377049180327869,0.64,0.7258064516129032,0.6936936936936937,0.6888524590163935,0.3793251742529278,0.7818268577864413,0.7183606557377049,0.5495495495495496,111
saved_trace_precision,supplemented_dev18,mean_token_entropy,test,0.08186590504324572,47,17,25,14,0.734375,0.7704918032786885,0.5952380952380952,0.752,0.6990291262135923,0.6828649492583918,0.3705337209289368,0.8094737529413718,0.7361436377829821,0.5922330097087378,103
saved_trace_precision,supplemented_dev18,max_token_entropy,dev,0.6871145367622375,39,6,44,22,0.8666666666666667,0.639344262295082,0.88,0.7358490566037735,0.7477477477477478,0.759672131147541,0.5262923204430947,0.7955828473724045,0.738688524590164,0.5495495495495496,111
saved_trace_precision,supplemented_dev18,max_token_entropy,test,0.6871145367622375,39,8,34,22,0.8297872340425532,0.639344262295082,0.8095238095238095,0.7222222222222222,0.7087378640776699,0.7244340359094458,0.44285885736885466,0.8053407662925987,0.7451209992193599,0.5922330097087378,103
saved_trace_precision,supplemented_dev18,one_minus_mean_top2_margin,dev,0.06126544475555418,44,13,37,17,0.7719298245614035,0.7213114754098361,0.74,0.7457627118644068,0.7297297297297297,0.7306557377049181,0.4592084489403265,0.7661612909474984,0.7229508196721312,0.5495495495495496,111
saved_trace_precision,supplemented_dev18,one_minus_mean_top2_margin,test,0.06126544475555418,41,12,30,20,0.7735849056603774,0.6721311475409836,0.7142857142857143,0.7192982456140351,0.6893203883495146,0.6932084309133489,0.37994671583145184,0.8238910888480382,0.7459016393442623,0.5922330097087378,103
saved_trace_precision,supplemented_dev18,one_minus_min_top2_margin,dev,0.33433282375335693,43,12,38,18,0.7818181818181819,0.7049180327868853,0.76,0.7413793103448276,0.7297297297297297,0.7324590163934426,0.46264828107089967,0.823309083980973,0.739344262295082,0.5495495495495496,111
saved_trace_precision,supplemented_dev18,one_minus_min_top2_margin,test,0.33433282375335693,41,7,35,20,0.8541666666666666,0.6721311475409836,0.8333333333333334,0.7522935779816514,0.7378640776699029,0.7527322404371585,0.4979414071698933,0.8350726705510306,0.7568306010928961,0.5922330097087378,103
saved_trace_precision,supplemented_dev18,mean_spilled_energy_abs_delta,dev,0.7935047149658203,61,47,3,0,0.5648148148148148,1.0,0.06,0.7218934911242604,0.5765765765765766,0.53,0.18408935028645435,0.5514428189732924,0.39737704918032785,0.5495495495495496,111
saved_trace_precision,supplemented_dev18,mean_spilled_energy_abs_delta,test,0.7935047149658203,59,40,2,2,0.5959595959595959,0.9672131147540983,0.047619047619047616,0.7375,0.5922330097087378,0.507416081186573,0.037726493456644104,0.587658403969658,0.41451990632318503,0.5922330097087378,103
saved_trace_precision,supplemented_dev18,max_spilled_energy_abs_delta,dev,0.7935047149658203,61,47,3,0,0.5648148148148148,1.0,0.06,0.7218934911242604,0.5765765765765766,0.53,0.18408935028645435,0.5105045176188991,0.4042622950819672,0.5495495495495496,111
saved_trace_precision,supplemented_dev18,max_spilled_energy_abs_delta,test,0.7935047149658203,59,40,2,2,0.5959595959595959,0.9672131147540983,0.047619047619047616,0.7375,0.5922330097087378,0.507416081186573,0.037726493456644104,0.5481077905847863,0.36846213895394225,0.5922330097087378,103
